article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0787853006,787853,Gaia swimsuit,57,Swimsuit,Swimwear,1010016,Solid,40,Other Red,5,Bright,18,Red,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Fully lined swimsuit with a V-neck, ties at the back of the neck, an open back and wide, sewn-on ties at the front of the waist."
0787884003,787884,Kiara,264,Blazer,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Fitted, double-breasted jacket in woven fabric with a brushed finish, peak lapels and an adjustable belt at the waist with a large covered buckle. Jetted front pockets, long sleeves with decorative buttons at the cuffs and a single back vent. Lined."
0787946002,787946,Moa 2 pack tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted vest tops in organic cotton jersey.
0787946003,787946,Moa 2 pack,253,Vest top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted vest tops in organic cotton jersey.
0788006001,788006,J Blossom lace,265,Dress,Garment Full body,1010021,Lace,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in lace made from recycled polyester with a scallop-trimmed V-neck. Concealed zip at the back, long sleeves, and a seam at the waist. Lined."
0788139001,788139,Straight cropped,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and straight legs with raw edges and a small slit at the hems. Low jersey panel at the waist for best fit over the tummy."
0788172007,788172,Opac coat,263,Coat,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,5262,Jacket Smart,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Coat in woven fabric made from a felted wool blend with a stand-up collar and buttons down the front. Diagonal, welt front pockets, two inner pockets, decorative buttons at the cuffs and a single back vent. Lined."
0788225002,788225,Delilah Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Cardigan in a soft, lace knit with a round neck and buttons down the front. Gently dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0788225003,788225,Delilah Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Cardigan in a soft, lace knit with a round neck and buttons down the front. Gently dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0788247001,788247,Gone Woven dress,265,Dress,Garment Full body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Maxi dress in a crinkled weave with a sheen. V-neck and narrow, double shoulder straps that cross at the back. Elasticated seam under the bust and slits in the sides. Half-lined."
0788278001,788278,SHIMMER,252,Sweater,Garment Upper body,1010002,Application/3D,11,Off White,1,Dusty Light,9,White,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Jumper in a soft, fluffy knit with decorative sequins."
0788306001,788306,Ebba duffel coat,262,Jacket,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Short duffle coat in soft, felted fabric with toggle fastenings at the front and a lined hood with a detachable faux fur trim. One inner pocket with a press-stud, and large patch front pockets. Lined."
0788328005,788328,Karl turtleneck jumper,252,Sweater,Garment Upper body,1010010,Melange,92,Green,1,Dusty Light,20,Khaki green,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Long knitted jumper in a soft alpaca and wool blend with a wrapover polo neck, dropped shoulders and long, wide sleeves that taper to the cuffs. Ribbing at the cuffs and hem."
0788328006,788328,Karl turtleneck jumper,252,Sweater,Garment Upper body,1010010,Melange,71,Light Blue,1,Dusty Light,2,Blue,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Long knitted jumper in a soft alpaca and wool blend with a wrapover polo neck, dropped shoulders and long, wide sleeves that taper to the cuffs. Ribbing at the cuffs and hem."
0788463001,788463,Dexter fancy tank top,253,Vest top,Garment Upper body,1010010,Melange,52,Pink,2,Medium Dusty,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a deep V-neck at the back with crossover straps.
0788517001,788517,ED James,252,Sweater,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,2034,Knitwear,A,Ladieswear,1,Ladieswear,8,Mama,1003,Knitwear,"Long-sleeved jumper in a soft, fine knit containing some wool. Draped stand-up collar with a roll edge, a seam under the bust with detachable ties, gathers in the sides for best fit over the tummy, and roll edges at the cuffs and hem."
0788575002,788575,Maja cargo Slim HW Denim,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Jeans in washed, stretch denim with a high waist, zip fly and button, fake front pockets, real back pockets, flap leg pockets with concealed press-studs, and slim legs."
0788575004,788575,Maja cargo Slim HW Denim,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Jeans in washed, stretch denim with a high waist, zip fly and button, fake front pockets, real back pockets, flap leg pockets with concealed press-studs, and slim legs."
0788632001,788632,Douglas,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Wide polo-neck jumper in a soft, fine knit with dropped shoulders, long, wide sleeves and wide ribbing at the cuffs and hem."
0788633001,788633,Reindeer,252,Sweater,Garment Upper body,1010022,Jacquard,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft jacquard knit containing some wool with a ribbed turtle neck, long raglan sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled."
0788696003,788696,Hat Ben Baker Boy,69,Cap/peaked,Accessories,1010016,Solid,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Flat cap in woven fabric. Lined.
0788846012,788846,Midnight,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in soft, gently draping viscose twill with a collar, buttons down the front and yoke at the back. Long sleeves with buttoned cuffs, and a detachable tie belt at the waist. Unlined."
0789049005,789049,Solitude cardigan,245,Cardigan,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Wide cardigan knitted in a soft alpaca blend with dropped shoulders, long sleeves and front pockets. Wide ribbing at the cuffs and hem. No buttons."
0789081001,789081,Mimosa Body,256,Bodysuit,Garment Upper body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Long-sleeved body in stretch fabric with a stand-up collar, opening front and back, and hook-and-eye fasteners at the back of the neck. Seam at the hips, a microfibre lower section and a lined gusset with press-studs."
0789147002,789147,Tamarind dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in woven fabric with a small stand-up collar and a V-shaped opening at the front with ties at the top. Seam at the waist with a wide, pleated waistband at the front and elastication at the back. Gathers at the shoulders and long sleeves with pleats and covered buttons at the cuffs. Lined."
0789147006,789147,Tamarind dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in woven fabric with a small stand-up collar and a V-shaped opening at the front with ties at the top. Seam at the waist with a wide, pleated waistband at the front and elastication at the back. Gathers at the shoulders and long sleeves with pleats and covered buttons at the cuffs. Lined."
0789216001,789216,Juliana PQ pump,90,Pumps,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Pointed court shoes in suede with a decorative leather bow at the front and covered heels. Satin linings and imitation leather insoles. Heel 10.5 cm.
0789216002,789216,Juliana PQ pump,90,Pumps,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Pointed court shoes in suede with a decorative leather bow at the front and covered heels. Satin linings and imitation leather insoles. Heel 10.5 cm.
0789303002,789303,Julie,258,Blouse,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Wide blouse in woven fabric with a grandad collar, buttons down the front and long, wide raglan sleeves with smocking and buttons at the cuffs."
0789309002,789309,Benita,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in woven fabric with a slight sheen. Slightly wider neckline with a V-shaped opening at the back and ties at the back of the neck, long raglan sleeves, and smocking at the waist and cuffs."
0789363001,789363,SC ENERGY dress,265,Dress,Garment Full body,1010005,Colour blocking,22,Yellow,7,Medium,8,Yellow,2080,Studio Collection,A,Ladieswear,1,Ladieswear,82,Special Collections,1001,Unknown,"STUDIO COLLECTION. Dress in softly draping jersey crêpe with a gathered seam at the front, extra-long sleeves and wide cuffs with a covered button. Heavily draping balloon skirt with an asymmetric hem. Lined."
0789376001,789376,SC MALEFICIENT denim,272,Trousers,Garment Lower body,1010023,Denim,14,Dark Beige,2,Medium Dusty,13,Brown,2080,Studio Collection,A,Ladieswear,1,Ladieswear,82,Special Collections,1001,Unknown,"STUDIO COLLECTION. 5-pocket jeans in washed organic cotton denim with a regular waist, zip fly and button and straight legs with a seam at the hems. The hems are reinforced with canvas on the inside and have a slit at the back and a raw edge."
0789407004,789407,Sagat slim blz,264,Blazer,Garment Upper body,1010026,Other structure,73,Dark Blue,4,Dark,2,Blue,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Single-breasted jacket in a textured weave made from a cotton blend with narrow notch lapels, a decorative buttonhole and imitation suede elbow patches. Chest pocket, flap front pockets and an inner pocket with a button. Fastening with two buttons at the front, decorative buttons at the cuffs and a single back vent. Partly lined. Slim Fit – a fit that tapers at the chest and waist which, combined with slightly narrower sleeves, creates a fitted silhouette."
0789576001,789576,MICA body dress,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,7,Medium,18,Red,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Bodysuit dress in soft cotton jersey with a collar and skirt in pleated velour. Long sleeves, an opening with a button at the back of the neck and press-studs at the crotch."
0789629001,789629,MC Lia trs,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in woven fabric. High waist with pleats at the front and a detachable tie belt, zip fly with hook-and-eye fasteners, side pockets, fake welt back pockets and tapered legs."
0789690001,789690,Maira boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ankle boots in imitation suede with a zip in one side and a loop at the back. Satin linings and imitation leather insoles. Heel 2 cm.
0789690004,789690,Maira boot,87,Boots,Shoes,1010016,Solid,13,Beige,4,Dark,1,Mole,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ankle boots in imitation suede with a zip in one side and a loop at the back. Satin linings and imitation leather insoles. Heel 2 cm.
0789701001,789701,Wilhelmina highshaft,100,Bootie,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Boots in stretch jersey with a sheen. Thigh-high shaft that is elasticated at the top, open toes and imitation leather insoles. Heel 9 cm."
0789721001,789721,Brancusi PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ballet pumps with pointed toes and open heels with a strap. Satin linings and imitation leather insoles.
0789769001,789769,ED Melrose Shirt.,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Shirt in an airy cotton weave with a collar, buttons down the front and a yoke with a pleat at the back. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem. Longer at the back."
0789772001,789772,Isabella shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
0790167004,790167,Zimmelie Tunic,258,Blouse,Garment Upper body,1010022,Jacquard,12,Light Beige,1,Dusty Light,11,Beige,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Tunic in airy chiffon with an opening and covered button at the back of the neck, long batwing sleeves with a drawstring at the cuffs, and a seam at the waist with a drawstring at the sides. Partly lined."
0790365001,790365,Fake Suede 1 Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Leggings in stretch imitation suede with an elasticated waist.
0790368004,790368,Pantha PU leggings,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,Leggings in stretch fabric. High waist with concealed elastication and legs with sewn-in creases at the front and raw-edge hems.
0790368006,790368,Pantha PU leggings,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,Leggings in stretch fabric. High waist with concealed elastication and legs with sewn-in creases at the front and raw-edge hems.
0790368009,790368,Pantha PU leggings,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,Leggings in stretch fabric. High waist with concealed elastication and legs with sewn-in creases at the front and raw-edge hems.
0790368010,790368,Pantha PU leggings,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,Leggings in stretch fabric. High waist with concealed elastication and legs with sewn-in creases at the front and raw-edge hems.
0790374001,790374,Thirty HW cord,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"High-waisted, ankle-length trousers in soft corduroy with pleats at the top and a wide, detachable tie belt. Zip fly with a hook-and-eye fastening, side pockets and tapered legs with creases."
0790494002,790494,DIV Bella biker legging,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,Cotton jersey leggings with sewn-in pin-tucks on the legs and a high elasticated waist.
0790505004,790505,MC Swift dress,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Knee-length dress in jersey crêpe with a V-neck and sewn-in wrapover at the top. Seam with a sewn-in tie belt at the waist, long, slightly wider cuffed sleeves and a flared skirt. Lined at the front of the bodice."
0790518001,790518,Tie 2-pack poly rips,82,Tie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Solid colour ties in a grosgrain weave. Width 6.5 cm.
0790518002,790518,Tie 2-pack poly rips,82,Tie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Solid colour ties in a grosgrain weave. Width 6.5 cm.
0790612001,790612,Jill mc boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Biker boots in imitation leather with an adjustable tab and metal buckle. Fabric linings and insoles. Heel 3 cm.
0790613001,790613,&Denim Push Up Skinny HW,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1774,OL Extended Sizes,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket ankle-length jeans in washed, stretch denim with a high waist, zip fly and button, and super-skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
0790645005,790645,Freud,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,Fitted top in a fine-knit viscose blend with a round neckline and long sleeves.
0790686001,790686,BILL SS HENLEY,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Short-sleeved top in organic cotton jersey with a round neck and button placket.
0790686005,790686,BILL SS HENLEY,255,T-shirt,Garment Upper body,1010017,Stripe,19,Greenish Khaki,1,Dusty Light,20,Khaki green,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Short-sleeved top in organic cotton jersey with a round neck and button placket.
0790686007,790686,BILL SS HENLEY,255,T-shirt,Garment Upper body,1010025,Slub,73,Dark Blue,4,Dark,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Short-sleeved top in organic cotton jersey with a round neck and button placket.
0790791005,790791,Paulina blouse,258,Blouse,Garment Upper body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Satin blouse with a small stand-up collar, V-neck and pleat at the front. Long sleeves with two covered buttons at the cuffs, and a rounded hem. Slightly longer at the back."
0790791008,790791,Paulina blouse,258,Blouse,Garment Upper body,1010001,All over pattern,92,Green,1,Dusty Light,19,Green,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Satin blouse with a small stand-up collar, V-neck and pleat at the front. Long sleeves with two covered buttons at the cuffs, and a rounded hem. Slightly longer at the back."
0790820001,790820,Mr Tom padded jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Padded jacket in woven fabric with a jersey-lined hood with an elasticated drawstring. Zip with a wind flap and press-studs down the front, zipped, diagonal front pockets and an inner pocket. Ribbing at the cuffs and hem. Lined."
0790904002,790904,Billy Cargo Pant,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"Trousers in a cotton weave with a zip fly and button and side, back and leg pockets with a flap and concealed press-studs. Tapered legs with seams at the knees."
0790918001,790918,Billie 2-pack,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted tops in soft organic cotton jersey with a wide neckline and short sleeves.
0790992001,790992,ANGELINA TUBE,80,Scarf,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Knitted tube scarf.
0791033001,791033,Disa jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short, boxy jacket in woven fabric with a lined, drawstring hood, high collar and zip down the front. Flap front pockets with a press-stud, long sleeves with covered elastication at the cuffs, and a drawstring at the hem. Lined."
0791033010,791033,Disa jacket,262,Jacket,Garment Upper body,1010016,Solid,62,Purple,7,Medium,6,Lilac Purple,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short, boxy jacket in woven fabric with a lined, drawstring hood, high collar and zip down the front. Flap front pockets with a press-stud, long sleeves with covered elastication at the cuffs, and a drawstring at the hem. Lined."
0791120002,791120,Violet top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,Jumper in a fine-knit viscose blend.
0791131001,791131,Anna lurex skirt XMAS,275,Skirt,Garment Lower body,1010009,Glittering/Metallic,83,Dark Turquoise,4,Dark,7,Turquoise,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,Calf-length skirt in a pleated fine knit containing glittery threads with elasticated ribbing at the waist. Unlined.
0791132002,791132,Spark sweater,252,Sweater,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft, fine knit with appliqués, and wide ribbing around the neckline, cuffs and hem."
0791223007,791223,Bianca HW wide trousers,272,Trousers,Garment Lower body,1010016,Solid,41,Light Red,5,Bright,18,Red,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Super-wide culottes in a cupro weave with a high waist, concealed hook-and-eye fastening and zip fly. Inset panels down the legs for added width."
0791486002,791486,SHANE hood TP,308,Hoodie,Garment Upper body,1010005,Colour blocking,13,Beige,1,Dusty Light,1,Mole,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Long-sleeved top in sweatshirt fabric made from a cotton blend. Lined hood with a wrapover front, and ribbing at the cuffs and hem. Soft brushed inside."
0791488007,791488,HAPPY low price tee TP,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Classic T-shirt in soft, printed cotton jersey with a narrow trim around the neckline."
0791490006,791490,BRISSIE jogger TP,272,Trousers,Garment Lower body,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Sweatpants in soft sweatshirt fabric made from a cotton blend with covered elastication and a drawstring at the waist, and ribbed hems. Soft brushed inside."
0791496010,791496,ANDY l/s tee TP,255,T-shirt,Garment Upper body,1010017,Stripe,6,Light Grey,1,Dusty Light,12,Grey,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Long-sleeved top in soft, printed cotton jersey."
0791587001,791587,Speedy tee (C),254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
0791587003,791587,Speedy Tee,255,T-shirt,Garment Upper body,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
0791587005,791587,Speedy Tee,255,T-shirt,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
0791587006,791587,Speedy Tee,255,T-shirt,Garment Upper body,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
0791587007,791587,Speedy Tee,255,T-shirt,Garment Upper body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
0791587009,791587,Speedy Tee,255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
0791587010,791587,Speedy conscious tee,255,T-shirt,Garment Upper body,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
0791587015,791587,Speedy conscious tee,255,T-shirt,Garment Upper body,1010016,Solid,92,Green,2,Medium Dusty,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back. The polyester content of the top is recycled.
